iso3_country,start_time,end_time,original_inventory_sector,gas,location,total_emission,year
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,solid-waste-disposal,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,solid-waste-disposal,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,solid-waste-disposal,ch4,Eastern Cape,4730.03132809938,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,solid-waste-disposal,co2e_20yr,Eastern Cape,384077.961096629,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,synthetic-fertilizer-application,n2o,Eastern Cape,77.1722655063288,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,synthetic-fertilizer-application,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,synthetic-fertilizer-application,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,synthetic-fertilizer-application,co2e_20yr,Eastern Cape,21068.0131752768,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,wetland-fires,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,wetland-fires,co2,Eastern Cape,1907.3547875,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,wetland-fires,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,wetland-fires,co2e_20yr,Eastern Cape,1907.3547875,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,aluminum,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,aluminum,co2,Eastern Cape,99.51696516837,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,aluminum,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,aluminum,co2e_20yr,Eastern Cape,99.51696516837,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,fluorinated-gases,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,fluorinated-gases,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,fluorinated-gases,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,fluorinated-gases,co2e_20yr,Eastern Cape,202852.253385656,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,sand-quarrying,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,sand-quarrying,co2,Eastern Cape,1.23432899493613,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,sand-quarrying,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,sand-quarrying,co2e_20yr,Eastern Cape,1.23432899493613,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,rock-quarrying,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,rock-quarrying,co2,Eastern Cape,0.49010121857758,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,rock-quarrying,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,rock-quarrying,co2e_20yr,Eastern Cape,0.49010121857758,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-clearing,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-clearing,co2,Eastern Cape,346164.746666667,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-clearing,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-clearing,co2e_20yr,Eastern Cape,346164.746666667,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,pulp-and-paper,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,pulp-and-paper,co2,Eastern Cape,1906.99450339843,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,pulp-and-paper,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,pulp-and-paper,co2e_20yr,Eastern Cape,1906.99450339843,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,solid-fuel-transformation,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,solid-fuel-transformation,co2,Eastern Cape,53868.4592426532,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,solid-fuel-transformation,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,solid-fuel-transformation,co2e_20yr,Eastern Cape,53868.4592426532,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,chemicals,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,chemicals,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,chemicals,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,chemicals,co2e_20yr,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,railways,n2o,Eastern Cape,1.51789076215364,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,railways,co2,Eastern Cape,4485.56585578169,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,railways,ch4,Eastern Cape,0.248760775927987,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,railways,co2e_20yr,Eastern Cape,4920.14940885498,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-transport,n2o,Eastern Cape,0.00258274311318244,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-transport,co2,Eastern Cape,318.433378142599,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-transport,ch4,Eastern Cape,0.0129137274282128,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-transport,co2e_20yr,Eastern Cape,320.187061679668,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-energy-use,n2o,Eastern Cape,23.8953911883446,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-energy-use,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-energy-use,ch4,Eastern Cape,12.090939736309,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-energy-use,co2e_20yr,Eastern Cape,7505.22610100636,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-degradation,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-degradation,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-degradation,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-degradation,co2e_20yr,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-manufacturing,n2o,Eastern Cape,10.0559307603334,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-manufacturing,co2,Eastern Cape,71046.041829897,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-manufacturing,ch4,Eastern Cape,5.37085453125166,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-manufacturing,co2e_20yr,Eastern Cape,74227.4243154056,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,biological-treatment-of-solid-waste-and-biogenic,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,biological-treatment-of-solid-waste-and-biogenic,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,biological-treatment-of-solid-waste-and-biogenic,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,biological-treatment-of-solid-waste-and-biogenic,co2e_20yr,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-fires,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-fires,co2,Eastern Cape,123606.507808333,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-fires,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,forest-land-fires,co2e_20yr,Eastern Cape,123606.507808333,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-onsite-fuel-usage,n2o,Eastern Cape,0.074428064233513,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-onsite-fuel-usage,co2,Eastern Cape,8492.97251015069,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-onsite-fuel-usage,ch4,Eastern Cape,3.32083630991226,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-onsite-fuel-usage,co2e_20yr,Eastern Cape,8782.94328005132,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-fossil-fuel-operations,n2o,Eastern Cape,4.91009604978978,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-fossil-fuel-operations,co2,Eastern Cape,314623.779884393,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-fossil-fuel-operations,ch4,Eastern Cape,158.554441112348,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-fossil-fuel-operations,co2e_20yr,Eastern Cape,328838.856724308,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,incineration-and-open-burning-of-waste,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,incineration-and-open-burning-of-waste,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,incineration-and-open-burning-of-waste,ch4,Eastern Cape,356.955651396889,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,incineration-and-open-burning-of-waste,co2e_20yr,Eastern Cape,28984.7988934274,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-agricultural-soil-emissions,n2o,Eastern Cape,95.624169843995,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-agricultural-soil-emissions,co2,Eastern Cape,14318.6715126084,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-agricultural-soil-emissions,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,other-agricultural-soil-emissions,co2e_20yr,Eastern Cape,40424.069880019,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,domestic-shipping,n2o,Eastern Cape,1.02917522100324,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,domestic-shipping,co2,Eastern Cape,18744.3115024,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,domestic-shipping,ch4,Eastern Cape,2.52169087780288,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,domestic-shipping,co2e_20yr,Eastern Cape,19231.6024091843,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,international-shipping,n2o,Eastern Cape,10.9538756122,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,international-shipping,co2,Eastern Cape,192485.6174982,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,international-shipping,ch4,Eastern Cape,31.858984891,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,international-shipping,co2e_20yr,Eastern Cape,198062.97511348,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-forest-land,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-forest-land,co2,Eastern Cape,-457390.141666666,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-forest-land,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-forest-land,co2e_20yr,Eastern Cape,-457390.141666666,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-shrubgrass,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-shrubgrass,co2,Eastern Cape,-2433702.58333333,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-shrubgrass,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-shrubgrass,co2e_20yr,Eastern Cape,-2433702.58333333,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-wetland,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-wetland,co2,Eastern Cape,-6543.11841666666,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-wetland,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,net-wetland,co2e_20yr,Eastern Cape,-6543.11841666666,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,removals,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,removals,co2,Eastern Cape,-5139407.3588975,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,removals,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,removals,co2e_20yr,Eastern Cape,-5139407.3588975,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,shrubgrass-fires,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,shrubgrass-fires,co2,Eastern Cape,1770092.82919167,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,shrubgrass-fires,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,shrubgrass-fires,co2e_20yr,Eastern Cape,1770092.82919167,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,water-reservoirs,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,water-reservoirs,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,water-reservoirs,ch4,Eastern Cape,151.850479679,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,water-reservoirs,co2e_20yr,Eastern Cape,12330.2589499348,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,enteric-fermentation-cattle-pasture,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,enteric-fermentation-cattle-pasture,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,enteric-fermentation-cattle-pasture,ch4,Eastern Cape,3678.63072166667,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,enteric-fermentation-cattle-pasture,co2e_20yr,Eastern Cape,298704.814599333,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-left-on-pasture-cattle,n2o,Eastern Cape,177.427135833333,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-left-on-pasture-cattle,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-left-on-pasture-cattle,ch4,Eastern Cape,118.6655075,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-left-on-pasture-cattle,co2e_20yr,Eastern Cape,58073.2472915,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,enteric-fermentation-other,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,enteric-fermentation-other,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,enteric-fermentation-other,ch4,Eastern Cape,1571.72385087678,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,enteric-fermentation-other,co2e_20yr,Eastern Cape,127623.976691194,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-management-other,n2o,Eastern Cape,8.5686069403045,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-management-other,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-management-other,ch4,Eastern Cape,105.830045098882,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-management-other,co2e_20yr,Eastern Cape,10932.6293567324,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,residential-onsite-fuel-usage,n2o,Eastern Cape,19.35535,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,residential-onsite-fuel-usage,co2,Eastern Cape,188847.535719651,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,residential-onsite-fuel-usage,ch4,Eastern Cape,537.79562,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,residential-onsite-fuel-usage,co2e_20yr,Eastern Cape,237986.716238418,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,non-residential-onsite-fuel-usage,n2o,Eastern Cape,0.27951,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,non-residential-onsite-fuel-usage,co2,Eastern Cape,4940.02824,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,non-residential-onsite-fuel-usage,ch4,Eastern Cape,16.58325,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,non-residential-onsite-fuel-usage,co2e_20yr,Eastern Cape,6392.89388874696,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,oil-and-gas-production,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,oil-and-gas-production,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,oil-and-gas-production,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,oil-and-gas-production,co2e_20yr,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,oil-and-gas-transport,n2o,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,oil-and-gas-transport,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,oil-and-gas-transport,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,oil-and-gas-transport,co2e_20yr,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-applied-to-soils,n2o,Eastern Cape,12.7532754460346,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-applied-to-soils,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-applied-to-soils,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,manure-applied-to-soils,co2e_20yr,Eastern Cape,3481.64419676745,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,crop-residues,n2o,Eastern Cape,43.7762822016099,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,crop-residues,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,crop-residues,ch4,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,crop-residues,co2e_20yr,Eastern Cape,11950.9250410395,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,domestic-wastewater-treatment-and-discharge,n2o,Eastern Cape,95.3900809352996,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,domestic-wastewater-treatment-and-discharge,co2,Eastern Cape,0,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,domestic-wastewater-treatment-and-discharge,ch4,Eastern Cape,1139.65772761496,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,domestic-wastewater-treatment-and-discharge,co2e_20yr,Eastern Cape,116634.176195667,2021
ZAF,2021-01-01T00:00:00Z,2021-01-31T00:00:00Z,industrial-wastewater-treatment-and-discharge,n2o,Eastern Cape,19.8672970395895,2021
